Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
Q7T393,165,393336,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding",signal transduction,Other locations
Q7ZVA2,165,394149,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"calcium channel regulator activity, G protein activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Plasma Membrane
R7UR21,165,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
T1EM26,165,20197626,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GDP binding, GTPase activity, GTP binding","negative regulation of cell migration, Rap protein signal transduction",Plasma Membrane
T1JBH0,165,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",signal transduction,Other locations
W4YQ94,165,,Uncharacterized protein,,,nan,nan,nan
A0A024TEM1,166,20090366,KHA domain-containing protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",intracellular signal transduction,Other locations
A0A0D2A8I2,166,27313913,Uncharacterized protein,Verruconis gallopava,253628,"GTPase activity, GTP binding",nan,nan
A0A0D2VWA5,166,14896238,ProPprap1 protein,Capsaspora owczarzaki (strain ATCC 30864),595528,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0R3W215,166,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0S6XCJ0,166,,Uncharacterized protein,fungal sp. No.11243,1603295,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A132AFV0,166,,GTP-binding protein Ras-like protein,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1I8H3S9,166,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1U7LQI9,166,,Ras-related protein Rap-1b,Neolecta irregularis (strain DAH-3),1198029,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y2GR13,166,,Ras family-domain-containing protein,Lobosporangium transversale,64571,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2B4S8P1,166,,GTP-binding protein Di-Ras2,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2G8JYJ9,166,,Putative ras-related and estrogen-regulated growth inhibitor,Stichopus japonicus (Sea cucumber),307972,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2H9TNP1,166,,Lipase_3 domain-containing protein,Paramicrosporidium saccamoebae,1246581,"GTPase activity, GTP binding","lipid metabolic process, signal transduction",Plasma Membrane
A0A2P6N0S4,166,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
A0A2T9YCK1,166,,Uncharacterized protein,Furculomyces boomerangus,61424,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3S3SCS1,166,,GTP-binding protein Di-Ras2-like protein,Dinothrombium tinctorium,1965070,"GTPase activity, GTP binding",signal transduction,Other locations
A0A433UEE8,166,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A444V0X1,166,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
B4R7D1,166,,GD16484,Drosophila simulans (Fruit fly),7240,"GTPase activity, GTP binding",signal transduction,Other locations
B7PNI8,166,,"GTP-binding protein Rhes, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GDP binding, GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Plasma Membrane
E3KRS4,166,10541913,Uncharacterized protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
E9H387,166,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
F6TEQ0,166,100185283,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
G4T707,166,,Probable ras-related GTP-binding protein,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
M5FRC6,166,,Uncharacterized protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
M5GBM6,166,,Ras-domain-containing protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
Q503D0,166,325371,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding",signal transduction,Other locations
R4GE76,166,,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding",signal transduction,Other locations
R7QRP1,166,17318190,Rheb1,Chondrus crispus (Carrageen Irish moss) (Polymorpha crispa),2769,"GTPase activity, GTP binding",signal transduction,Other locations
R7UZH4,166,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
R7YXE9,166,19903128,Uncharacterized protein,Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast),1168221,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction",Plasma Membrane
U5H1E0,166,,Protein Ras-2,Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus),683840,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
U5H5H1,166,,Uncharacterized protein,Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus),683840,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
V8NN75,166,,GTP-binding protein Rheb,Ophiophagus hannah (King cobra) (Naja hannah),8665,"GTPase activity, GTP binding","positive regulation of TOR signaling, signal transduction",Other locations
A0A067MDL6,167,,Uncharacterized protein,Botryobasidium botryosum FD-172 SS1,930990,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0C2MRP9,167,,GTPase HRas,Thelohanellus kitauei (Myxosporean),669202,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0D8XEK0,167,,Ras family protein,Dictyocaulus viviparus (Bovine lungworm),29172,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0V0QTN3,167,,p-loop containing nucleoside triphosphate hydrolase,Pseudocohnilembus persalinus (Ciliate),266149,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0V0XN76,167,,GTP-binding protein,Trichinella pseudospiralis (Parasitic roundworm),6337,"GTPase activity, GTP binding",signal transduction,Other locations
A0A165I8F1,167,28897309,Ras-domain-containing protein,Xylona heveae (strain CBS 132557 / TC161),1328760,"GTPase activity, GTP binding",nan,nan
A0A1S3JZ85,167,106177392,GTP-binding protein Rhes-like,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2B4SDR0,167,,Ras-like protein 3,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P4T4J1,167,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2R8Q7M5,167,,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding",signal transduction,Other locations
A0A2Z6RZQ1,167,,Uncharacterized protein,Rhizophagus clarus,94130,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A401NQW9,167,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",signal transduction,Other locations
A0A401PAF2,167,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",signal transduction,Other locations
A0A444U0F1,167,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding",signal transduction,Other locations
A0A444UW01,167,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding",signal transduction,Other locations
C3ZXS5,167,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding",signal transduction,Other locations
D4AU64,167,9521392,Uncharacterized protein,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes),663331,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
L8GHH9,167,14912809,"GTPase NRas, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8GUX5,167,14917519,Raslike protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8H9C6,167,14921911,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
M7BCE1,167,102943060,GTP-binding protein REM 1,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,"GTPase activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
M7NV65,167,19894318,GTP-binding protein rhb1,Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris),1069680,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction",Plasma Membrane
Q1LV74,167,555379,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"G protein activity, GTP binding",signal transduction,Other locations
Q54Y66,167,8621542,Small GTPase,Dictyostelium discoideum (Slime mold),44689,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
V4BGT1,167,20235556,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",nan,nan
W4YZD1,167,,Uncharacterized protein,,,nan,nan,nan
X6NMG6,167,,Ras family small GTPase,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",signal transduction,Other locations
A0A016SR51,168,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",signal transduction,Other locations
A0A091RVF6,168,,GTP-binding protein Rhes,Merops nubicus (Northern carmine bee-eater),57421,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0B2VI15,168,,Dexamethasone-induced Ras-related protein 1,Toxocara canis (Canine roundworm),6265,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0D2WM44,168,14900386,Transforming protein ral,Capsaspora owczarzaki (strain ATCC 30864),595528,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0R3PK69,168,,Uncharacterized protein,Angiostrongylus costaricensis (Nematode worm),334426,"GTPase activity, GTP binding",signal transduction,Other locations
A0A167VQM1,168,,Ras small monomeric GTPase RasB,Ascosphaera apis ARSEF 7405,392613,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1D2VJ43,168,30966789,Uncharacterized protein,Ascoidea rubescens DSM 1968,1344418,"GTPase activity, GTP binding","arginine transport, lysine transport, retrograde transport, endosome to Golgi, signal transduction","Cytosol, Plasma Membrane"
A0A1E3PUN0,168,,Ras-domain-containing protein,Nadsonia fulvescens var. elongata DSM 6958,857566,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1V9X2H8,168,,Ras-related and estrogen-regulated growth inhibitor protein-like,Tropilaelaps mercedesae,418985,"GTPase activity, GTP binding",nan,nan
A0A210QSX5,168,,GTP-binding protein Rhes,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2A2JFS9,168,,Uncharacterized protein,Diploscapter pachys,2018661,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2F0B4D9,168,,Ras-like protein family member 11B,Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus),9764,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2G9R6T1,168,,Uncharacterized protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,"GTPase activity, GTP binding",signal transduction,Other locations
A0A401PAB5,168,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",signal transduction,Other locations
A0A401PFQ7,168,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",signal transduction,Other locations
A0A444U0T4,168,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding",signal transduction,Other locations
A0A4P9XZ18,168,,Small GTPase superfamily,Thamnocephalis sphaerospora,78915,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4S2KHL2,168,,Uncharacterized protein,Opisthorchis felineus,147828,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4U8UWN1,168,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4Z2FRQ3,168,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",signal transduction,Other locations
A0A4Z2I3U0,168,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",signal transduction,Other locations
A0A507FKQ0,168,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A6G0UVM5,168,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J1TFT5,168,,uncharacterized protein YMR317W-like,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"GTPase activity, GTP binding",signal transduction,Other locations
