Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A507ECN9,176,,Uncharacterized protein,Powellomyces hirtus,109895,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5C5S8,176,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8ATX7,176,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C3XSA3,176,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell migration, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q5KDD9,176,,"Signal transducer, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
R0KX78,176,,GTP-binding protein Rho1,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D1VGC9,177,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D8PH96,177,3643448,Rho family GTPase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment of cell polarity, establishment or maintenance of cell polarity, hyphal growth, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Extracellular region or secreted, Plasma Membrane, Other locations"
A0A2B4SC50,177,,Ras-related C3 botulinum toxin substrate 1,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4U8UH89,177,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A5J4P1Y1,177,,"Ras protein family, member A",Paragonimus westermani,34504,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
D5GET4,177,9184939,Uncharacterized protein,Tuber melanosporum (strain Mel28) (Perigord black truffle),656061,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
D8M1E9,177,24919197,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
K7M2L2,177,,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Nucleus, Plasma Membrane, Other locations"
L8GFD3,177,14912251,Uncharacterized protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0G2ERC9,178,,Putative gtp-binding protein rho3,Phaeomoniella chlamydospora,158046,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
A0A0H2S0K8,178,,Cell division control protein 42-like protein,Schizopora paradoxa,27342,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
A0A0N4UFY0,178,,Uncharacterized protein,Dracunculus medinensis (Guinea worm),318479,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A161HK18,178,30033296,Rho family GTPase RHO3,Sugiyamaella lignohabitans,796027,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
A0A164ZLG1,178,28895500,GTP-binding protein RHO3,Xylona heveae (strain CBS 132557 / TC161),1328760,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
A0A1U7LI00,178,,Ras-related C3 botulinum toxin substrate 1,Neolecta irregularis (strain DAH-3),1198029,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2H1C3R1,178,,Ras family protein,Fasciola hepatica (Liver fluke),6192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4S2LTT4,178,,Uncharacterized protein,Opisthorchis felineus,147828,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A553P3Z1,178,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
G7E4D1,178,26267778,Uncharacterized protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8GPS0,178,14915232,Uncharacterized protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0L8HJP1,179,106870278,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0X3Q4A0,179,,Ras-like GTP-binding protein rhoA,Schistocephalus solidus (Tapeworm),70667,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A168LPK0,179,,Cell division control protein 42 homolog,Absidia glauca (Pin mould),4829,"G protein activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
A0A1B8GJ51,179,28839420,Rho GTPase,Pseudogymnoascus verrucosus,342668,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D2VM98,179,30966227,Cell division cycle 42,Ascoidea rubescens DSM 1968,1344418,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
Q8I8A0,179,8354882,Putative rho3 GTPase; Putative rho3 GTPase; Rho3 GTPase; Rho3 GTPase,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A132AC54,180,,Ras-related C3 botulinum toxin substrate 1-like protein,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2P6NXH2,180,,Putative RAC GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A3N4MIA5,180,,Rho GTPase Rho1,Terfezia boudieri ATCC MYA-4762,1051890,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
Q5KFY4,180,3258289,Cell division control protein 42 homolog,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"G protein activity, GTPase activity, GTP binding","Cdc42 protein signal transduction, cell projection assembly, endocytosis",Plasma Membrane
Q7SI51,180,3881882,Small Rho-type GTPase,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),367110,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of actin cytoskeleton polarity, establishment or maintenance of cell polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Cytosol, Plasma Membrane, Other locations"
A0A078A770,181,,Rho gtpase,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A183AG00,181,,Uncharacterized protein,Echinostoma caproni,27848,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1C3YHZ2,181,,Uncharacterized protein,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),229533,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E4TG96,181,,Uncharacterized protein,Tortispora caseinolytica NRRL Y-17796,767744,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
A0A6A5BX20,181,,F-box domain-containing protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",nan,nan
A0A6G0V4J2,181,,DB domain-containing protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8H8M5,181,14921944,Rac1 protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
W3WLY4,181,19279061,GTP-binding protein RHO3,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),1229662,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
A0A0C3KQ51,182,,Uncharacterized protein,Tulasnella calospora MUT 4182,1051891,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A164WXR6,182,,Ras-domain-containing protein,Sistotremastrum niveocremeum HHB9708,1314777,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E3PAM6,182,30202629,Uncharacterized protein,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala),683960,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
A0A4S4M086,182,,Uncharacterized protein,Bondarzewia mesenterica,1095465,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5B4P1,182,,BTB domain-containing protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
G4NJY7,182,2681898,GTP-binding protein RHO3,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae),242507,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
A0A0E9NKD8,183,30183879,Uncharacterized protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,"GTPase activity, GTP binding","actin cytoskeleton organization, establishment or maintenance of cell polarity regulating cell shape, microtubule cytoskeleton organization, regulation of septum digestion after cytokinesis, small GTPase mediated signal transduction","Plasma Membrane, Other locations"
A0A1E3PS98,183,,Uncharacterized protein,Nadsonia fulvescens var. elongata DSM 6958,857566,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, positive regulation of exocytosis, positive regulation of formin-nucleated actin cable assembly, small GTPase mediated signal transduction","Cytosol, Other locations"
